Publisher Label,Publisher URI,RegistrationDate,Ethnicity,Nationality,Reason,Need,Age,DecisionDate,Decision,DecisionCode
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/06/2011 00:00:00,Black/BlkBrit: Other,UK National,rent arrears - private,dependent children,32,23/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/03/2011 00:00:00,Black/BlkBrit: Other,UK National,eviction - friends,vulnerable - physical,47,23/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,01/03/2011 00:00:00,White: British,UK National,eviction - parents,young person 16/17 yrs,19,24/02/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/06/2011 00:00:00,Asian/AsBrit: Pakistani,Not Rec,end AST not arrears,dependent children,24,24/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/02/2012 00:00:00,White: British,UK National,eviction - parents,dependent children,19,24/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/06/2011 00:00:00,White: British,UK National,eviction - parents,vulnerable - physical,48,24/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/06/2011 00:00:00,Asian/AsBrit: Pakistani,Non-EEA National,end AST not arrears,dependent children,43,24/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/06/2011 00:00:00,Other,UK National,"unsuitable, unfit proprty",dependent children,35,24/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/07/2011 00:00:00,Black/BlkBrit: African,UK National,eviction - relatives,pregnant,25,24/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/10/2011 00:00:00,Black/BlkBrit: Other,UK National,eviction - relatives,dependent children,33,24/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/12/2011 00:00:00,Other,Not Rec,end AST not arrears,dependent children,38,24/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/11/2011 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,39,24/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,24/02/2012 00:00:00,Asian/AsBrit: Other,Not Rec,rent arrears - private,vulnerable - other,45,24/02/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/08/2011 00:00:00,Asian/AsBrit: Pakistani,Non-EEA National,other,dependent children,40,27/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/09/2011 00:00:00,Black/BlkBrit: Caribbean,Not Rec,end AST not arrears,dependent children,37,27/02/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/06/2011 00:00:00,Other,Poland,DV - partner,dependent children,43,27/02/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/10/2011 00:00:00,White: British,Not Rec,leaving prison,vulnerable-custody/remand,60,28/02/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/09/2011 00:00:00,White: Other,Latvia,resident llord eviction,dependent children,33,28/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/01/2012 00:00:00,Asian/AsBrit: Other,UK National,DV - assoc pers not partn,domestic violence/ threat,25,28/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,31/01/2011 00:00:00,Asian/AsBrit: Pakistani,UK National,relationshp brkdwn not DV,dependent children,40,28/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,24/02/2012 00:00:00,White: British,UK National,eviction - parents,dependent children,24,28/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/06/2011 00:00:00,Other,Non-EEA National,eviction - friends,dependent children,38,28/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,24/01/2012 00:00:00,Other,Not Rec,end AST not arrears,dependent children,26,28/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/10/2011 00:00:00,Asian/AsBrit: Other,Not Rec,other,dependent children,37,29/02/2012 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/11/2011 00:00:00,Asian/AsBrit: Pakistani,UK National,rent arrears - HA,dependent children,48,29/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/08/2011 00:00:00,No Information Provided,UK National,returned from abroad,dependent children,49,29/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/08/2011 00:00:00,Asian/AsBrit: Pakistani,Non-EEA National,eviction - parents,dependent children,33,29/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/01/2012 00:00:00,White: British,UK National,eviction - parents,dependent children,28,29/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,31/05/2011 00:00:00,White: British,UK National,eviction - relatives,care leaver under 21 yrs,18,29/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/07/2011 00:00:00,Black/BlkBrit: African,UK National,eviction - relatives,dependent children,25,29/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/08/2011 00:00:00,White: British,UK National,eviction - parents,dependent children,26,29/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/02/2012 00:00:00,White: British,UK National,eviction - parents,dependent children,29,29/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/02/2012 00:00:00,Asian/AsBrit: Indian,Not Rec,DV - partner,dependent children,28,29/02/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/02/2012 00:00:00,White: British,UK National,other,vulnerable - physical,52,29/02/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/02/2012 00:00:00,Black/BlkBrit: Other,UK National,leaving prison,vulnerable-mental illness,24,01/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/01/2012 00:00:00,Black/BlkBrit: Other,Not Rec,DV - partner,dependent children,25,01/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/08/2011 00:00:00,Black/BlkBrit: Caribbean,UK National,DV - partner,dependent children,23,01/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/02/2012 00:00:00,Black/BlkBrit: African,UK National,other violence,vulnerable-mental illness,25,01/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/02/2012 00:00:00,White: Irish,Other EEA National,end AST not arrears,alcohol dependency,53,01/03/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/06/2011 00:00:00,Mixed: White/Black Africn,Not Rec,rent arrears - HA,dependent children,24,02/03/2012 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/12/2011 00:00:00,White: Other,Poland,resident llord eviction,pregnant,33,02/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/03/2012 00:00:00,White: British,UK National,other,vulnerable - other,47,05/03/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/01/2012 00:00:00,Black/BlkBrit: Other,Not Rec,eviction - relatives,dependent children,24,05/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/01/2012 00:00:00,White: British,Not Rec,eviction - parents,pregnant,22,05/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/02/2011 00:00:00,Black/BlkBrit: African,Not Rec,end AST not arrears,dependent children,47,05/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,01/02/2012 00:00:00,Asian/AsBrit: Bangladeshi,Not Rec,eviction - relatives,dependent children,33,06/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/02/2012 00:00:00,Asian/AsBrit: Indian,Not Rec,DV - partner,dependent children,28,06/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/02/2012 00:00:00,White: Other,Other EEA National,end AST not arrears,dependent children,33,07/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/02/2012 00:00:00,White: British,UK National,other,no priority need,57,07/03/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/01/2012 00:00:00,Black/BlkBrit: Other,Non-EEA National,end AST not arrears,dependent children,42,07/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,31/01/2012 00:00:00,Asian/AsBrit: Pakistani,Not Rec,end AST not arrears,dependent children,28,08/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/09/2011 00:00:00,White: British,Not Rec,"unsuitable, unfit proprty",vulnerable-mental illness,40,08/03/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/07/2011 00:00:00,Asian/AsBrit: Pakistani,Non-EEA National,rent arrears - private,dependent children,38,08/03/2012 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/01/2012 00:00:00,White: British,Not Rec,eviction - parents,dependent children,25,09/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/03/2011 00:00:00,White: British,Not Rec,eviction - parents,young person 16/17 yrs,17,09/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/03/2012 00:00:00,White: British,UK National,eviction - parents,dependent children,23,13/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/03/2012 00:00:00,Asian/AsBrit: Bangladeshi,Not Rec,resident llord eviction,dependent children,36,14/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/11/2011 00:00:00,White: British,UK National,DV - partner,dependent children,22,14/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/01/2012 00:00:00,Asian/AsBrit: Other,Not Rec,eviction - relatives,dependent children,24,14/03/2012 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/11/2011 00:00:00,White: Other,UK National,eviction - parents,dependent children,23,14/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/09/2011 00:00:00,White: British,UK National,eviction - relatives,vulnerable - old age,69,14/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/02/2011 00:00:00,Asian/AsBrit: Other,UK National,end AST not arrears,dependent children,38,14/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/01/2012 00:00:00,White: Other,UK National,relationshp brkdwn not DV,vulnerable-mental illness,31,15/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/02/2012 00:00:00,Mixed: Other,UK National,eviction - relatives,care leaver under 21 yrs,19,19/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/02/2012 00:00:00,White: British,UK National,sleeping rough,vulnerable-mental illness,45,19/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/08/2011 00:00:00,White: British,UK National,eviction - relatives,vulnerable-mental illness,24,20/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/03/2012 00:00:00,Asian/AsBrit: Bangladeshi,Non-EEA National,DV - partner,dependent children,42,20/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/09/2011 00:00:00,White: British,UK National,end AST not arrears,vulnerable - old age,70,20/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/01/2012 00:00:00,White: British,UK National,other,dependent children,22,21/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/03/2011 00:00:00,White: British,UK National,eviction - parents,pregnant,23,21/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/09/2011 00:00:00,Mixed: White/Black Africn,Other EEA National,rent arrears - private,dependent children,29,21/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/06/2011 00:00:00,Other,Poland,end AST not arrears,dependent children,43,21/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/03/2012 00:00:00,Asian/AsBrit: Other,Not Rec,rent arrears - HA,vulnerable - physical,45,21/03/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/03/2012 00:00:00,Black/BlkBrit: African,Not Rec,DV - partner,dependent children,39,23/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/11/2011 00:00:00,Asian/AsBrit: Indian,UK National,DV - assoc pers not partn,dependent children,46,23/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,31/10/2011 00:00:00,Asian/AsBrit: Other,Non-EEA National,resident llord eviction,dependent children,34,23/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/08/2011 00:00:00,Other,Non-EEA National,end AST not arrears,dependent children,24,23/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/10/2011 00:00:00,Black/BlkBrit: African,UK National,end AST not arrears,dependent children,28,23/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/11/2011 00:00:00,White: British,UK National,eviction - parents,dependent children,40,23/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/09/2011 00:00:00,White: British,UK National,end AST not arrears,dependent children,27,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/09/2011 00:00:00,Black/BlkBrit: African,Non-EEA National,eviction - friends,dependent children,19,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,31/08/2011 00:00:00,Asian/AsBrit: Pakistani,UK National,eviction - parents,pregnant,19,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/09/2011 00:00:00,White: British,UK National,other,dependent children,31,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/05/2011 00:00:00,Asian/AsBrit: Pakistani,UK National,end AST not arrears,dependent children,38,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/03/2012 00:00:00,White: British,UK National,eviction - relatives,care leaver under 21 yrs,18,26/03/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/03/2012 00:00:00,White: Other,Other EEA National,end AST not arrears,dependent children,45,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/03/2012 00:00:00,White: British,Not Rec,eviction - friends,pregnant,21,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/01/2012 00:00:00,Mixed: Other,Non-EEA National,end AST not arrears,dependent children,27,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/01/2012 00:00:00,Black/BlkBrit: African,Other EEA National,other,dependent children,42,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/01/2012 00:00:00,White: British,Not Rec,end AST not arrears,vulnerable - physical,59,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/01/2012 00:00:00,Asian/AsBrit: Pakistani,Non-EEA National,rent arrears - private,dependent children,44,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,04/01/2012 00:00:00,White: British,UK National,eviction - parents,dependent children,20,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,01/02/2012 00:00:00,Asian/AsBrit: Pakistani,Not Rec,rent arrears - private,dependent children,67,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/03/2012 00:00:00,Other,Not Rec,end AST not arrears,dependent children,44,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,01/06/2010 00:00:00,Black/BlkBrit: African,Not Rec,other,dependent children,35,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/01/2012 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,38,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,01/02/2012 00:00:00,Asian/AsBrit: Other,Not Rec,other,dependent children,29,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/02/2012 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,36,26/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/02/2012 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,52,26/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/03/2012 00:00:00,White: British,UK National,eviction - parents,dependent children,41,27/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/02/2012 00:00:00,Black/BlkBrit: African,Non-EEA National,eviction - relatives,dependent children,42,27/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/02/2012 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,28,27/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/02/2012 00:00:00,White: British,UK National,eviction - parents,pregnant,19,27/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/10/2011 00:00:00,White: British,UK National,end AST not arrears,vulnerable-custody/remand,46,27/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/05/2011 00:00:00,White: British,UK National,DV - partner,dependent children,20,28/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/10/2011 00:00:00,White: British,UK National,rent arrears - private,dependent children,31,28/03/2012 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/09/2011 00:00:00,White: British,UK National,DV - partner,vulnerable-mental illness,56,28/03/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/02/2012 00:00:00,Black/BlkBrit: Other,Non-EEA National,eviction - relatives,emergency-fire/flood etc,38,28/03/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/09/2011 00:00:00,White: Other,Other EEA National,resident llord eviction,dependent children,22,28/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/12/2011 00:00:00,White: British,Not Rec,sleeping rough,vulnerable-mental illness,70,28/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/02/2012 00:00:00,White: Other,Romania,DV - partner,dependent children,34,28/03/2012 00:00:00,"not elig, other",5
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/01/2012 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,49,28/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/05/2011 00:00:00,Other,UK National,rent arrears - private,dependent children,34,28/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/09/2011 00:00:00,White: British,UK National,leaving care,vulnerable-mental illness,45,28/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/11/2011 00:00:00,Asian/AsBrit: Pakistani,Non-EEA National,end AST not arrears,dependent children,29,28/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/05/2011 00:00:00,White: British,UK National,sleeping rough,vulnerable - physical,53,28/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/12/2011 00:00:00,Black/BlkBrit: African,Not Rec,end AST not arrears,dependent children,29,28/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/02/2012 00:00:00,White: British,UK National,eviction - parents,pregnant,23,28/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/01/2012 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,31,28/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/02/2012 00:00:00,White: British,Not Rec,relationshp brkdwn not DV,dependent children,38,28/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,24/01/2012 00:00:00,White: British,Not Rec,other,vulnerable - other,24,28/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/01/2012 00:00:00,White: British,UK National,other,vulnerable - old age,63,28/03/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/03/2012 00:00:00,White: British,UK National,eviction - parents,pregnant,20,29/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,01/09/2011 00:00:00,Black/BlkBrit: African,Non-EEA National,eviction - friends,pregnant,21,29/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/09/2011 00:00:00,White: British,UK National,DV - partner,dependent children,31,29/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,01/06/2011 00:00:00,Black/BlkBrit: African,Non-EEA National,loss of rented - other,pregnant,29,29/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/04/2011 00:00:00,Asian/AsBrit: Bangladeshi,Non-EEA National,rent arrears - LA,dependent children,31,29/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/09/2011 00:00:00,Asian/AsBrit: Pakistani,UK National,DV - partner,dependent children,24,29/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/09/2011 00:00:00,White: British,UK National,end tied accommodation,dependent children,22,29/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/02/2012 00:00:00,Other,Not Rec,rent arrears - private,dependent children,41,30/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/09/2011 00:00:00,Black/BlkBrit: Other,UK National,eviction - friends,dependent children,24,30/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/02/2012 00:00:00,Black/BlkBrit: Other,Not Rec,other,dependent children,33,30/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/11/2011 00:00:00,White: British,UK National,eviction - parents,dependent children,18,30/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/07/2011 00:00:00,White: Other,Non-EEA National,DV - partner,dependent children,42,30/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/02/2012 00:00:00,Asian/AsBrit: Indian,Not Rec,end AST not arrears,dependent children,46,30/03/2012 00:00:00,Not Homeless,4
